site_num,poc,date_local,pm25_daily_mean,site_name
0002,3,2024-01-25,15.283333,Camden Spruce Street
0002,3,2024-01-26,5.1,Camden Spruce Street
0002,3,2024-01-26,5.186957,Camden Spruce Street
0002,3,2024-01-27,3.3,Camden Spruce Street
0002,3,2024-01-27,3.3875,Camden Spruce Street
0002,3,2024-01-28,1.7,Camden Spruce Street
0002,3,2024-01-28,1.713043,Camden Spruce Street
0002,3,2024-01-29,1.7,Camden Spruce Street
0002,3,2024-01-29,1.73913,Camden Spruce Street
0002,3,2024-01-30,2.8,Camden Spruce Street
0002,3,2024-01-30,2.808333,Camden Spruce Street
0002,3,2024-01-31,4,Camden Spruce Street
0002,3,2024-01-31,4.041667,Camden Spruce Street
0002,3,2024-02-01,15.6,Camden Spruce Street
0002,3,2024-02-01,15.629167,Camden Spruce Street
0002,3,2024-02-02,6.8,Camden Spruce Street
0002,3,2024-02-02,6.858333,Camden Spruce Street
0002,3,2024-02-03,2.3,Camden Spruce Street
0002,3,2024-02-03,2.3125,Camden Spruce Street
0002,3,2024-02-04,6.8,Camden Spruce Street
0002,3,2024-02-04,6.883333,Camden Spruce Street
0002,3,2024-02-05,5.4,Camden Spruce Street
0002,3,2024-02-05,5.416667,Camden Spruce Street
0002,3,2024-02-06,4.3,Camden Spruce Street
0002,3,2024-02-06,4.35,Camden Spruce Street
0002,3,2024-02-07,7,Camden Spruce Street
0002,3,2024-02-07,7.045833,Camden Spruce Street
0002,3,2024-02-08,12.4,Camden Spruce Street
0002,3,2024-02-08,12.466667,Camden Spruce Street
0002,3,2024-02-09,11.9,Camden Spruce Street
0002,3,2024-02-09,11.975,Camden Spruce Street
0002,3,2024-02-10,21.2,Camden Spruce Street
0002,3,2024-02-10,21.229167,Camden Spruce Street
0002,3,2024-02-11,11.9,Camden Spruce Street
0002,3,2024-02-11,11.9125,Camden Spruce Street
0002,3,2024-02-12,8.2,Camden Spruce Street
0002,3,2024-02-12,8.25,Camden Spruce Street
0002,3,2024-02-13,6.1,Camden Spruce Street
0002,3,2024-02-13,6.166667,Camden Spruce Street
0002,3,2024-02-14,5.3,Camden Spruce Street
0002,3,2024-02-14,5.386364,Camden Spruce Street
0002,3,2024-02-15,6.6,Camden Spruce Street
0002,3,2024-02-15,6.679167,Camden Spruce Street
0002,3,2024-02-16,8.4,Camden Spruce Street
0002,3,2024-02-16,8.4,Camden Spruce Street
0002,3,2024-02-17,4.9,Camden Spruce Street
0002,3,2024-02-17,4.934783,Camden Spruce Street
0002,3,2024-02-18,12.2,Camden Spruce Street
0002,3,2024-02-18,12.233333,Camden Spruce Street
0002,3,2024-02-19,12.2,Camden Spruce Street
0002,3,2024-02-19,12.275,Camden Spruce Street
0002,3,2024-02-20,4.2,Camden Spruce Street
0002,3,2024-02-20,4.2875,Camden Spruce Street
0002,3,2024-02-21,5.3,Camden Spruce Street
0002,3,2024-02-21,5.345833,Camden Spruce Street
0002,3,2024-02-22,7.5,Camden Spruce Street
0002,3,2024-02-22,7.5125,Camden Spruce Street
0002,3,2024-02-23,9.8,Camden Spruce Street
0002,3,2024-02-23,9.841667,Camden Spruce Street
0002,3,2024-02-24,5.8,Camden Spruce Street
0002,3,2024-02-24,5.808696,Camden Spruce Street
0002,3,2024-02-25,4.8,Camden Spruce Street
0002,3,2024-02-25,4.825,Camden Spruce Street
0002,3,2024-02-26,10.1,Camden Spruce Street
0002,3,2024-02-26,10.1875,Camden Spruce Street
0002,3,2024-02-27,13.2,Camden Spruce Street
0002,3,2024-02-27,13.204167,Camden Spruce Street
0002,3,2024-02-28,9.6,Camden Spruce Street
0002,3,2024-02-28,9.643478,Camden Spruce Street
0002,3,2024-02-29,7.2,Camden Spruce Street
0002,3,2024-02-29,7.230435,Camden Spruce Street
0002,3,2024-03-01,6.8,Camden Spruce Street
0002,3,2024-03-01,6.8875,Camden Spruce Street
0002,3,2024-03-02,5,Camden Spruce Street
0002,3,2024-03-02,5.016667,Camden Spruce Street
0002,3,2024-03-03,4.3,Camden Spruce Street
0002,3,2024-03-03,4.391667,Camden Spruce Street
0002,3,2024-03-04,6.4,Camden Spruce Street
0002,3,2024-03-04,6.495455,Camden Spruce Street
0002,3,2024-03-05,3.4,Camden Spruce Street
0002,3,2024-03-05,3.454167,Camden Spruce Street
0002,3,2024-03-06,5.9,Camden Spruce Street
0002,3,2024-03-06,5.925,Camden Spruce Street
0002,3,2024-03-07,2,Camden Spruce Street
0002,3,2024-03-07,2.004167,Camden Spruce Street
0002,3,2024-03-08,2.5,Camden Spruce Street
0002,3,2024-03-08,2.59,Camden Spruce Street
0002,3,2024-03-09,6.2,Camden Spruce Street
0002,3,2024-03-09,6.256522,Camden Spruce Street
0002,3,2024-03-10,2.9,Camden Spruce Street
0002,3,2024-03-10,2.929167,Camden Spruce Street
0002,3,2024-03-11,5.5,Camden Spruce Street
0002,3,2024-03-11,5.595652,Camden Spruce Street
0002,3,2024-03-12,15.8,Camden Spruce Street
0002,3,2024-03-12,15.808333,Camden Spruce Street
0002,3,2024-03-13,19.1,Camden Spruce Street
0002,3,2024-03-13,19.1,Camden Spruce Street
0002,3,2024-03-14,16,Camden Spruce Street
0002,3,2024-03-14,16.058333,Camden Spruce Street
0002,3,2024-03-15,11.7,Camden Spruce Street
0002,3,2024-03-15,11.768182,Camden Spruce Street
0002,3,2024-03-16,5.2,Camden Spruce Street
0002,3,2024-03-16,5.230435,Camden Spruce Street
0002,3,2024-03-17,4.3,Camden Spruce Street
0002,3,2024-03-17,4.352174,Camden Spruce Street
0002,3,2024-03-18,4,Camden Spruce Street
0002,3,2024-03-18,4.043478,Camden Spruce Street
0002,3,2024-03-19,6.1,Camden Spruce Street
0002,3,2024-03-19,6.129167,Camden Spruce Street
0002,3,2024-03-20,7.8,Camden Spruce Street
0002,3,2024-03-20,7.821739,Camden Spruce Street
0002,3,2024-03-21,4.8,Camden Spruce Street
0002,3,2024-03-21,4.841667,Camden Spruce Street
0002,3,2024-03-22,5.3,Camden Spruce Street
0002,3,2024-03-22,5.329167,Camden Spruce Street
0002,3,2024-03-23,4.2,Camden Spruce Street
0002,3,2024-03-23,4.291667,Camden Spruce Street
0002,3,2024-03-24,3.8,Camden Spruce Street
0002,3,2024-03-24,3.883333,Camden Spruce Street
0002,3,2024-03-25,4.6,Camden Spruce Street
0002,3,2024-03-25,4.604167,Camden Spruce Street
0002,3,2024-03-26,6.8,Camden Spruce Street
0002,3,2024-03-26,6.8125,Camden Spruce Street
0002,3,2024-03-27,5.1,Camden Spruce Street
0002,3,2024-03-27,5.1375,Camden Spruce Street
0002,3,2024-03-28,6.2,Camden Spruce Street
0002,3,2024-03-28,6.291667,Camden Spruce Street
0002,3,2024-03-29,6.5,Camden Spruce Street
0002,3,2024-03-29,6.545833,Camden Spruce Street
0002,3,2024-03-30,6.7,Camden Spruce Street
0002,3,2024-03-30,6.7375,Camden Spruce Street
0002,3,2024-03-31,6.6,Camden Spruce Street
0002,3,2024-03-31,6.625,Camden Spruce Street
0002,3,2024-04-01,9.3,Camden Spruce Street
0002,3,2024-04-01,9.308333,Camden Spruce Street
0002,3,2024-04-02,8.2,Camden Spruce Street
0002,3,2024-04-02,8.2125,Camden Spruce Street
0002,3,2024-04-03,1.4,Camden Spruce Street
0002,3,2024-04-03,1.475,Camden Spruce Street
0002,3,2024-04-04,2.166667,Camden Spruce Street
0002,3,2024-04-05,4.6,Camden Spruce Street
0002,3,2024-04-05,4.6,Camden Spruce Street
0002,3,2024-04-06,1.5,Camden Spruce Street
0002,3,2024-04-06,1.586957,Camden Spruce Street
0002,3,2024-04-07,1.7,Camden Spruce Street
0002,3,2024-04-07,1.782609,Camden Spruce Street
0002,3,2024-04-08,8.3,Camden Spruce Street
0002,3,2024-04-08,8.345833,Camden Spruce Street
0002,3,2024-04-09,11,Camden Spruce Street
0002,3,2024-04-09,11.082609,Camden Spruce Street
0002,3,2024-04-10,12.1,Camden Spruce Street
0002,3,2024-04-10,12.15,Camden Spruce Street
0002,3,2024-04-11,8.7,Camden Spruce Street
0002,3,2024-04-11,8.716667,Camden Spruce Street
0002,3,2024-04-12,7.6,Camden Spruce Street
0002,3,2024-04-12,7.683333,Camden Spruce Street
0002,3,2024-04-13,2.7,Camden Spruce Street
0002,3,2024-04-13,2.775,Camden Spruce Street
0002,3,2024-04-14,6.5,Camden Spruce Street
0002,3,2024-04-14,6.56087,Camden Spruce Street
0002,3,2024-04-15,10.7,Camden Spruce Street
0002,3,2024-04-15,10.7875,Camden Spruce Street
0002,3,2024-04-16,4,Camden Spruce Street
0002,3,2024-04-16,4.05,Camden Spruce Street
0002,3,2024-04-17,6.2,Camden Spruce Street
0002,3,2024-04-17,6.2125,Camden Spruce Street
0002,3,2024-04-18,3.6,Camden Spruce Street
0002,3,2024-04-18,3.629167,Camden Spruce Street
0002,3,2024-04-19,3.7,Camden Spruce Street
0002,3,2024-04-19,3.7375,Camden Spruce Street
0002,3,2024-04-20,6.1,Camden Spruce Street
0002,3,2024-04-20,6.13913,Camden Spruce Street
0002,3,2024-04-21,3.5,Camden Spruce Street
0002,3,2024-04-21,3.520833,Camden Spruce Street
0002,3,2024-04-22,4.2,Camden Spruce Street
0002,3,2024-04-22,4.221739,Camden Spruce Street
0002,3,2024-04-23,4.4,Camden Spruce Street
0002,3,2024-04-23,4.495238,Camden Spruce Street
0002,3,2024-04-24,9.1,Camden Spruce Street
0002,3,2024-04-24,9.108333,Camden Spruce Street
0002,3,2024-04-25,2.5,Camden Spruce Street
0002,3,2024-04-25,2.595455,Camden Spruce Street
0002,3,2024-04-26,4.7,Camden Spruce Street
0002,3,2024-04-26,4.791304,Camden Spruce Street
0002,3,2024-04-27,3.6,Camden Spruce Street
0002,3,2024-04-27,3.633333,Camden Spruce Street
0002,3,2024-04-28,10.7,Camden Spruce Street
0002,3,2024-04-28,10.775,Camden Spruce Street
0002,3,2024-04-29,14.3,Camden Spruce Street
0002,3,2024-04-29,14.3,Camden Spruce Street
0002,3,2024-04-30,13.2,Camden Spruce Street
0002,3,2024-04-30,13.291667,Camden Spruce Street
0002,3,2024-05-01,9.4,Camden Spruce Street
0002,3,2024-05-01,9.454167,Camden Spruce Street
0002,3,2024-05-02,12.5,Camden Spruce Street
0002,3,2024-05-02,12.575,Camden Spruce Street
0002,3,2024-05-03,3.5,Camden Spruce Street
0002,3,2024-05-03,3.55,Camden Spruce Street
0002,3,2024-05-04,2.3,Camden Spruce Street
0002,3,2024-05-04,2.3,Camden Spruce Street
0002,3,2024-05-05,4.2,Camden Spruce Street
0002,3,2024-05-05,4.254167,Camden Spruce Street
0002,3,2024-05-06,9.5,Camden Spruce Street
0002,3,2024-05-06,9.5125,Camden Spruce Street
0002,3,2024-05-07,9.1,Camden Spruce Street
0002,3,2024-05-07,9.141667,Camden Spruce Street
0002,3,2024-05-08,13.3,Camden Spruce Street
0002,3,2024-05-08,13.333333,Camden Spruce Street
0002,3,2024-05-09,4.8,Camden Spruce Street
0002,3,2024-05-09,4.879167,Camden Spruce Street
0002,3,2024-05-10,1.8,Camden Spruce Street
0002,3,2024-05-10,1.838095,Camden Spruce Street
0002,3,2024-05-11,3.3,Camden Spruce Street
0002,3,2024-05-11,3.365217,Camden Spruce Street
0002,3,2024-05-12,3.3,Camden Spruce Street
0002,3,2024-05-12,3.391667,Camden Spruce Street
0002,3,2024-05-13,5.6,Camden Spruce Street
0002,3,2024-05-13,5.641667,Camden Spruce Street
0002,3,2024-05-14,5,Camden Spruce Street
0002,3,2024-05-14,5.063636,Camden Spruce Street
0002,3,2024-05-15,3.3,Camden Spruce Street
0002,3,2024-05-15,3.329167,Camden Spruce Street
0002,3,2024-05-16,1.7,Camden Spruce Street
0002,3,2024-05-16,1.758333,Camden Spruce Street
0002,3,2024-05-17,4.8,Camden Spruce Street
0002,3,2024-05-17,4.895833,Camden Spruce Street
0002,3,2024-05-18,12.5,Camden Spruce Street
0002,3,2024-05-18,12.575,Camden Spruce Street
0002,3,2024-05-19,4.2,Camden Spruce Street
0002,3,2024-05-19,4.241667,Camden Spruce Street
0002,3,2024-05-20,7.7,Camden Spruce Street
0002,3,2024-05-20,7.7625,Camden Spruce Street
0002,3,2024-05-21,9.9,Camden Spruce Street
0002,3,2024-05-21,9.9,Camden Spruce Street
0002,3,2024-05-22,10.6,Camden Spruce Street
0002,3,2024-05-22,10.678261,Camden Spruce Street
0002,3,2024-05-23,9.5,Camden Spruce Street
0002,3,2024-05-23,9.583333,Camden Spruce Street
0002,3,2024-05-24,10,Camden Spruce Street
0002,3,2024-05-24,10.004167,Camden Spruce Street
0002,3,2024-05-25,12.8,Camden Spruce Street
0002,3,2024-05-25,12.891667,Camden Spruce Street
0002,3,2024-05-26,12.1,Camden Spruce Street
0002,3,2024-05-26,12.116667,Camden Spruce Street
0002,3,2024-05-27,7.8,Camden Spruce Street
0002,3,2024-05-27,7.820833,Camden Spruce Street
0002,3,2024-05-28,12.1,Camden Spruce Street
0002,3,2024-05-28,12.1,Camden Spruce Street
0002,3,2024-05-29,4.8,Camden Spruce Street
0002,3,2024-05-29,4.843478,Camden Spruce Street
0002,3,2024-05-30,4.7,Camden Spruce Street
0002,3,2024-05-30,4.7125,Camden Spruce Street
0002,3,2024-05-31,9.3,Camden Spruce Street
0002,3,2024-05-31,9.325,Camden Spruce Street
0002,3,2024-06-01,10.1,Camden Spruce Street
0002,3,2024-06-01,10.104167,Camden Spruce Street
0002,3,2024-06-02,15.3,Camden Spruce Street
0002,3,2024-06-02,15.325,Camden Spruce Street
0002,3,2024-06-03,11.4,Camden Spruce Street
0002,3,2024-06-03,11.441667,Camden Spruce Street
0002,3,2024-06-04,11.2,Camden Spruce Street
0002,3,2024-06-04,11.295833,Camden Spruce Street
0002,3,2024-06-05,11,Camden Spruce Street
0002,3,2024-06-05,11,Camden Spruce Street
0002,3,2024-06-06,13.9,Camden Spruce Street
0002,3,2024-06-06,13.9125,Camden Spruce Street
0002,3,2024-06-07,8.9,Camden Spruce Street
0002,3,2024-06-07,8.991667,Camden Spruce Street
0002,3,2024-06-08,5.6,Camden Spruce Street
0002,3,2024-06-08,5.691667,Camden Spruce Street
0002,3,2024-06-09,8.9,Camden Spruce Street
0002,3,2024-06-09,8.958333,Camden Spruce Street
0002,3,2024-06-10,6,Camden Spruce Street
0002,3,2024-06-10,6.091667,Camden Spruce Street
0002,3,2024-06-11,5.2,Camden Spruce Street
0002,3,2024-06-11,5.254167,Camden Spruce Street
0002,3,2024-06-12,8.6,Camden Spruce Street
0002,3,2024-06-12,8.690476,Camden Spruce Street
0002,3,2024-06-13,12.4,Camden Spruce Street
0002,3,2024-06-13,12.466667,Camden Spruce Street
0002,3,2024-06-14,13.1,Camden Spruce Street
0002,3,2024-06-14,13.173913,Camden Spruce Street
0002,3,2024-06-15,4.6,Camden Spruce Street
0002,3,2024-06-15,4.679167,Camden Spruce Street
0002,3,2024-06-16,6.8,Camden Spruce Street
0002,3,2024-06-16,6.895833,Camden Spruce Street
0002,3,2024-06-17,8.8,Camden Spruce Street
0002,3,2024-06-17,8.854167,Camden Spruce Street
0002,3,2024-06-18,9,Camden Spruce Street
0002,3,2024-06-18,9.05,Camden Spruce Street
0002,3,2024-06-19,5.842857,Camden Spruce Street
0010,1,2024-08-07,4.6,South Camden
0010,1,2024-08-10,8.6,South Camden
0010,1,2024-08-13,9.4,South Camden
0010,1,2024-08-16,13.7,South Camden
0010,1,2024-08-22,5.6,South Camden
0010,1,2024-08-28,10.8,South Camden
0010,1,2024-09-03,4.3,South Camden
0010,1,2024-09-06,25.2,South Camden
0010,1,2024-09-09,3.3,South Camden
0010,1,2024-09-12,6.6,South Camden
0010,1,2024-09-15,6.2,South Camden
0010,1,2024-09-18,4.8,South Camden
0010,1,2024-09-21,6.7,South Camden
0010,1,2024-09-24,3.1,South Camden
0010,1,2024-09-27,2.9,South Camden
0010,1,2024-09-30,3.1,South Camden
0010,1,2024-10-03,5.8,South Camden
0010,1,2024-10-06,5,South Camden
0010,1,2024-10-15,5.5,South Camden
0010,1,2024-10-18,4.5,South Camden
0010,1,2024-10-21,9.8,South Camden
0010,1,2024-10-24,5.9,South Camden
0010,1,2024-10-27,4.9,South Camden
0010,1,2024-10-30,9.5,South Camden
0010,1,2024-11-02,2.5,South Camden
0010,1,2024-11-05,7,South Camden
0010,1,2024-11-08,5.1,South Camden
0010,1,2024-11-14,3.9,South Camden
0010,1,2024-11-17,5,South Camden
0010,1,2024-11-20,5.5,South Camden
0010,1,2024-11-23,2.1,South Camden
0010,1,2024-12-02,7.9,South Camden
0010,1,2024-12-05,5.5,South Camden
0010,1,2024-12-08,5.7,South Camden
0010,1,2024-12-11,3.1,South Camden
0010,1,2024-12-17,6,South Camden
0010,1,2024-12-20,5.9,South Camden
0010,1,2024-12-23,7.3,South Camden
0010,1,2024-12-26,16.5,South Camden
0010,1,2024-12-29,3.2,South Camden
0010,2,2024-08-10,9,South Camden
0010,2,2024-08-16,14.9,South Camden
0010,2,2024-08-22,5.9,South Camden
0010,2,2024-08-28,13.7,South Camden
0010,2,2024-09-03,4.8,South Camden
0010,2,2024-09-09,5,South Camden
0010,2,2024-09-15,9.4,South Camden
0010,2,2024-09-21,7.5,South Camden
0010,2,2024-09-27,4.9,South Camden
0010,2,2024-10-03,5.6,South Camden
0010,2,2024-10-09,7.3,South Camden
0010,2,2024-10-15,4.7,South Camden
0010,2,2024-10-27,3.2,South Camden
0010,2,2024-11-02,4.5,South Camden
0010,2,2024-11-08,7,South Camden
0010,2,2024-11-14,5.5,South Camden
0010,2,2024-11-20,7.1,South Camden
0010,2,2024-11-26,6.3,South Camden
0010,2,2024-12-02,7.8,South Camden
0010,2,2024-12-08,7.5,South Camden
0010,2,2024-12-14,8.8,South Camden
0010,2,2024-12-20,6.7,South Camden
0010,2,2024-12-26,11.8,South Camden
0010,3,2024-08-01,13.9,South Camden
0010,3,2024-08-01,13.908333,South Camden
0010,3,2024-08-02,15.4,South Camden
0010,3,2024-08-02,15.470833,South Camden
0010,3,2024-08-03,10.2,South Camden
0010,3,2024-08-03,10.23913,South Camden
0010,3,2024-08-04,7.2,South Camden
0010,3,2024-08-04,7.283333,South Camden
0010,3,2024-08-05,10,South Camden
0010,3,2024-08-05,10.086957,South Camden
0010,3,2024-08-06,13.2,South Camden
0010,3,2024-08-06,13.205,South Camden
0010,3,2024-08-09,6.291667,South Camden
0010,3,2024-08-10,8.1,South Camden
0010,3,2024-08-10,8.1875,South Camden
0010,3,2024-08-11,4.6,South Camden
0010,3,2024-08-11,4.679167,South Camden
0010,3,2024-08-12,6,South Camden
0010,3,2024-08-12,6.008696,South Camden
0010,3,2024-08-13,6.5,South Camden
0010,3,2024-08-13,6.5125,South Camden
0010,3,2024-08-14,12.9,South Camden
0010,3,2024-08-14,12.920833,South Camden
0010,3,2024-08-15,12.3,South Camden
0010,3,2024-08-15,12.370833,South Camden
0010,3,2024-08-16,14.4,South Camden
0010,3,2024-08-16,14.445833,South Camden
0010,3,2024-08-17,15.9,South Camden
0010,3,2024-08-17,15.929167,South Camden
0010,3,2024-08-18,12,South Camden
0010,3,2024-08-18,12.020833,South Camden
0010,3,2024-08-19,7,South Camden
0010,3,2024-08-19,7.018182,South Camden
0010,3,2024-08-20,3.2,South Camden
0010,3,2024-08-20,3.204167,South Camden
0010,3,2024-08-21,3.9,South Camden
0010,3,2024-08-21,3.958333,South Camden
0010,3,2024-08-22,5,South Camden
0010,3,2024-08-22,5.0125,South Camden
0010,3,2024-08-23,8,South Camden
0010,3,2024-08-23,8.025,South Camden
0010,3,2024-08-24,9.5,South Camden
0010,3,2024-08-24,9.5125,South Camden
0010,3,2024-08-25,9.8,South Camden
0010,3,2024-08-25,9.891667,South Camden
0010,3,2024-08-26,12.3,South Camden
0010,3,2024-08-26,12.326087,South Camden
0010,3,2024-08-27,16.257143,South Camden
0010,3,2024-08-28,12.5,South Camden
0010,3,2024-08-28,12.533333,South Camden
0010,3,2024-08-29,4.3,South Camden
0010,3,2024-08-29,4.366667,South Camden
0010,3,2024-08-30,3.6,South Camden
0010,3,2024-08-30,3.625,South Camden
0010,3,2024-08-31,4.9,South Camden
0010,3,2024-08-31,4.93913,South Camden
0010,3,2024-09-01,5.7,South Camden
0010,3,2024-09-01,5.7125,South Camden
0010,3,2024-09-02,4.9,South Camden
0010,3,2024-09-02,4.983333,South Camden
0010,3,2024-09-03,4.4,South Camden
0010,3,2024-09-03,4.436364,South Camden
0010,3,2024-09-04,6.7,South Camden
0010,3,2024-09-04,6.754167,South Camden
0010,3,2024-09-05,4.9,South Camden
0010,3,2024-09-05,4.921739,South Camden
0010,3,2024-09-06,7.1,South Camden
0010,3,2024-09-06,7.1,South Camden
0010,3,2024-09-07,5.7,South Camden
0010,3,2024-09-07,5.778261,South Camden
0010,3,2024-09-08,2.1,South Camden
0010,3,2024-09-08,2.145833,South Camden
0010,3,2024-09-09,3.4,South Camden
0010,3,2024-09-09,3.491304,South Camden
0010,3,2024-09-10,6.5,South Camden
0010,3,2024-09-10,6.5125,South Camden
0010,3,2024-09-11,7.4,South Camden
0010,3,2024-09-11,7.443478,South Camden
