timestamp,sensor_id,sensor_name,miles_from_emr,in_primary,pm25_raw_atm
2026-02-23T00:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.8
2026-02-23T00:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.7
2026-02-23T00:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.4
2026-02-23T00:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.3
2026-02-23T00:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.0
2026-02-23T00:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.0
2026-02-23T01:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.8
2026-02-23T01:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.7
2026-02-23T01:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.7
2026-02-23T01:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.5
2026-02-23T01:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.5
2026-02-23T01:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.5
2026-02-23T02:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T02:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.4
2026-02-23T02:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.5
2026-02-23T02:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.4
2026-02-23T02:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.4
2026-02-23T02:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T03:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T03:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T03:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.1
2026-02-23T03:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T03:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T03:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T04:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T04:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T04:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T04:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T04:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.2
2026-02-23T04:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.1
2026-02-23T05:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T05:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.3
2026-02-23T05:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.4
2026-02-23T05:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.4
2026-02-23T05:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.5
2026-02-23T05:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.6
2026-02-23T06:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.7
2026-02-23T06:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.8
2026-02-23T06:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.8
2026-02-23T06:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.9
2026-02-23T06:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,0.9
2026-02-23T06:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.1
2026-02-23T07:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.3
2026-02-23T07:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.3
2026-02-23T07:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.4
2026-02-23T07:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.6
2026-02-23T07:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.5
2026-02-23T07:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.4
2026-02-23T08:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.4
2026-02-23T08:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.4
2026-02-23T08:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.5
2026-02-23T08:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.5
2026-02-23T08:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.5
2026-02-23T08:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.6
2026-02-23T09:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.6
2026-02-23T09:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.5
2026-02-23T09:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.7
2026-02-23T09:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.8
2026-02-23T09:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.9
2026-02-23T09:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T10:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.9
2026-02-23T10:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.0
2026-02-23T10:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.0
2026-02-23T10:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,10.4
2026-02-23T10:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.6
2026-02-23T10:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.3
2026-02-23T11:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T11:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.0
2026-02-23T11:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.6
2026-02-23T11:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.5
2026-02-23T11:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.4
2026-02-23T11:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.7
2026-02-23T12:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.9
2026-02-23T12:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.9
2026-02-23T12:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.7
2026-02-23T12:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.0
2026-02-23T12:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,1.9
2026-02-23T12:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T13:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T13:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.3
2026-02-23T13:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.8
2026-02-23T13:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.3
2026-02-23T13:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.7
2026-02-23T13:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.7
2026-02-23T14:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.2
2026-02-23T14:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.0
2026-02-23T14:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T14:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T14:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T14:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.2
2026-02-23T15:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.3
2026-02-23T15:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.0
2026-02-23T15:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.2
2026-02-23T15:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.2
2026-02-23T15:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.3
2026-02-23T15:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.6
2026-02-23T16:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.6
2026-02-23T16:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.7
2026-02-23T16:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.6
2026-02-23T16:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.3
2026-02-23T16:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.7
2026-02-23T16:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.7
2026-02-23T17:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.9
2026-02-23T17:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.0
2026-02-23T17:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.0
2026-02-23T17:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.2
2026-02-23T17:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.9
2026-02-23T17:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.5
2026-02-23T18:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.9
2026-02-23T18:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.4
2026-02-23T18:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.2
2026-02-23T18:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.0
2026-02-23T18:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.0
2026-02-23T18:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.4
2026-02-23T19:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.9
2026-02-23T19:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.1
2026-02-23T19:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.8
2026-02-23T19:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.5
2026-02-23T19:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.8
2026-02-23T19:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.0
2026-02-23T20:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.1
2026-02-23T20:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.1
2026-02-23T20:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.1
2026-02-23T20:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.4
2026-02-23T20:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.1
2026-02-23T20:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.2
2026-02-23T21:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.9
2026-02-23T21:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.4
2026-02-23T21:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.5
2026-02-23T21:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.7
2026-02-23T21:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.8
2026-02-23T21:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.0
2026-02-23T22:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.1
2026-02-23T22:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.8
2026-02-23T22:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.8
2026-02-23T22:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.1
2026-02-23T22:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.7
2026-02-23T22:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.8
2026-02-23T23:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.7
2026-02-23T23:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,5.3
2026-02-23T23:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.5
2026-02-23T23:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.2
2026-02-23T23:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.5
2026-02-23T23:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.3
2026-02-24T00:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.5
2026-02-24T00:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.8
2026-02-24T00:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.8
2026-02-24T00:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.3
2026-02-24T00:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.5
2026-02-24T00:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.7
2026-02-24T01:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.0
2026-02-24T01:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.1
2026-02-24T01:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.6
2026-02-24T01:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,2.9
2026-02-24T01:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.5
2026-02-24T01:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,3.6
2026-02-24T02:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.2
2026-02-24T02:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.2
2026-02-24T02:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,4.3
2026-02-24T02:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,5.1
2026-02-24T02:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,5.8
2026-02-24T02:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.7
2026-02-24T03:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.1
2026-02-24T03:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.1
2026-02-24T03:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.4
2026-02-24T03:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.9
2026-02-24T03:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.7
2026-02-24T03:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.7
2026-02-24T04:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.2
2026-02-24T04:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.2
2026-02-24T04:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.3
2026-02-24T04:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,5.6
2026-02-24T04:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.2
2026-02-24T04:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.4
2026-02-24T05:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.2
2026-02-24T05:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.5
2026-02-24T05:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.3
2026-02-24T05:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.9
2026-02-24T05:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.0
2026-02-24T05:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.0
2026-02-24T06:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.1
2026-02-24T06:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.9
2026-02-24T06:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.1
2026-02-24T06:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.6
2026-02-24T06:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.6
2026-02-24T06:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.5
2026-02-24T07:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.4
2026-02-24T07:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.4
2026-02-24T07:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.3
2026-02-24T07:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.6
2026-02-24T07:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.8
2026-02-24T07:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.5
2026-02-24T08:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.7
2026-02-24T08:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.7
2026-02-24T08:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.7
2026-02-24T08:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.1
2026-02-24T08:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.8
2026-02-24T08:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.2
2026-02-24T09:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.6
2026-02-24T09:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.4
2026-02-24T09:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.5
2026-02-24T09:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.2
2026-02-24T09:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.4
2026-02-24T09:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.1
2026-02-24T10:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.0
2026-02-24T10:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,6.3
2026-02-24T10:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,14.6
2026-02-24T10:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.1
2026-02-24T10:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.8
2026-02-24T10:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,5.4
