timestamp,sensor_id,sensor_name,miles_from_emr,in_primary,pm25_raw_atm
2026-03-07T00:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,9.9
2026-03-07T00:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,10.7
2026-03-07T00:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.1
2026-03-07T00:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.6
2026-03-07T00:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,12.2
2026-03-07T00:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.0
2026-03-07T01:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.6
2026-03-07T01:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.4
2026-03-07T01:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,12.5
2026-03-07T01:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.1
2026-03-07T01:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.1
2026-03-07T01:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.8
2026-03-07T02:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,12.7
2026-03-07T02:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.5
2026-03-07T02:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,14.5
2026-03-07T02:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,15.3
2026-03-07T02:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,16.0
2026-03-07T02:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,17.3
2026-03-07T03:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,15.2
2026-03-07T03:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,16.9
2026-03-07T03:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,18.9
2026-03-07T03:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,17.1
2026-03-07T03:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,15.7
2026-03-07T03:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,15.4
2026-03-07T04:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,16.0
2026-03-07T04:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,15.3
2026-03-07T04:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.7
2026-03-07T04:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.9
2026-03-07T04:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.8
2026-03-07T04:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,13.5
2026-03-07T05:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,12.7
2026-03-07T05:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.7
2026-03-07T05:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.7
2026-03-07T05:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,11.0
2026-03-07T05:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,10.4
2026-03-07T05:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,9.7
2026-03-07T06:00:00-05:00,104742,"Center For Environmental Transformation",0.527,True,9.5
2026-03-07T06:10:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.7
2026-03-07T06:20:00-05:00,104742,"Center For Environmental Transformation",0.527,True,8.8
2026-03-07T06:30:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.8
2026-03-07T06:40:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.9
2026-03-07T06:50:00-05:00,104742,"Center For Environmental Transformation",0.527,True,7.6
